id_number,sentence,item,condition,voice,frequency_syn,synonym,judgment,len
1494,1495,Il genetista è stato consultato dal neurologo.,nq,AA-rev,passive,,,reversible,7
1495,1496,Il neurologo è stato consultato dal genetista.,nq,AA-rev,passive,,,reversible,7
1496,1497,La fashionista ha umiliato la modella.,nr,AA-rev,active,,,reversible,6
1497,1498,La modella ha umiliato la fashionista.,nr,AA-rev,active,,,reversible,6
1498,1499,La modella è stata umiliata dalla fashionista.,nr,AA-rev,passive,,,reversible,7
1499,1500,La fashionista è stata umiliata dalla modella.,nr,AA-rev,passive,,,reversible,7
1500,1501,Il macellaio ha accusato l'operaio.,ns,AA-rev,active,,,reversible,5
1501,1502,L'operaio ha accusato il macellaio.,ns,AA-rev,active,,,reversible,5
1502,1503,L'operaio è stato accusato dal macellaio.,ns,AA-rev,passive,,,reversible,6
1503,1504,Il macellaio è stato accusato dall'operaio.,ns,AA-rev,passive,,,reversible,6
1504,1505,La nipote ha imbarazzato la zia.,nt,AA-rev,active,,,reversible,6
1505,1506,La zia ha imbarazzato la nipote.,nt,AA-rev,active,,,reversible,6
1506,1507,La zia è stata imbarazzata dalla nipote.,nt,AA-rev,passive,,,reversible,7
1507,1508,La nipote è stata imbarazzata dalla zia.,nt,AA-rev,passive,,,reversible,7
1508,1509,Il generale ha salutato il mercenario.,nu,AA-rev,active,,,reversible,6
1509,1510,Il mercenario ha salutato il generale.,nu,AA-rev,active,,,reversible,6
1510,1511,Il mercenario è stato salutato dal generale.,nu,AA-rev,passive,,,reversible,7
1511,1512,Il generale è stato salutato dal mercenario.,nu,AA-rev,passive,,,reversible,7
1512,1513,Il vicino ha snobbato il nuovo arrivato.,nv,AA-rev,active,,,reversible,7
1513,1514,Il nuovo arrivato ha snobbato il vicino.,nv,AA-rev,active,,,reversible,7
1514,1515,Il nuovo arrivato è stato snobbato dal vicino.,nv,AA-rev,passive,,,reversible,8
1515,1516,Il vicino è stato snobbato dal nuovo arrivato.,nv,AA-rev,passive,,,reversible,8
1516,1517,Il redattore ha sentito la correttrice di bozze.,nw,AA-rev,active,,,reversible,8
1517,1518,La correttrice di bozze ha sentito il redattore.,nw,AA-rev,active,,,reversible,8
1518,1519,La correttrice di bozze è stata sentita dal redattore.,nw,AA-rev,passive,,,reversible,9
1519,1520,Il redattore è stato sentito dalla correttrice di bozze.,nw,AA-rev,passive,,,reversible,9
1520,1521,Il comunista ha offeso il capitalista.,nx,AA-rev,active,,,reversible,6
1521,1522,Il capitalista ha offeso il comunista.,nx,AA-rev,active,,,reversible,6
1522,1523,Il capitalista è stato offeso dal comunista.,nx,AA-rev,passive,,,reversible,7
1523,1524,Il comunista è stato offeso dal capitalista.,nx,AA-rev,passive,,,reversible,7
1524,1525,Il curatore ha informato lo scultore.,ny,AA-rev,active,,,reversible,6
1525,1526,Lo scultore ha informato il curatore.,ny,AA-rev,active,,,reversible,6
1526,1527,Lo scultore è stato informato dal curatore.,ny,AA-rev,passive,,,reversible,7
1527,1528,Il curatore è stato informato dallo scultore.,ny,AA-rev,passive,,,reversible,7
1528,1529,Il panettiere ha menzionato il mugnaio.,nz,AA-rev,active,,,reversible,6
1529,1530,Il mugnaio ha menzionato il panettiere.,nz,AA-rev,active,,,reversible,6
1530,1531,Il mugnaio è stato menzionato dal panettiere.,nz,AA-rev,passive,,,reversible,7
1531,1532,Il panettiere è stato menzionato dal mugnaio.,nz,AA-rev,passive,,,reversible,7
1532,1533,Il sondaggista ha umiliato lo statistico.,oa,AA-rev,active,,,reversible,6
1533,1534,Lo statistico ha umiliato il sondaggista.,oa,AA-rev,active,,,reversible,6
1534,1535,Lo statistico è stato umiliato dal sondaggista.,oa,AA-rev,passive,,,reversible,7
1535,1536,Il sondaggista è stato umiliato dallo statistico.,oa,AA-rev,passive,,,reversible,7
1536,1537,Lo sceneggiatore ha contattato l'attore.,ob,AA-rev,active,,,reversible,5
1537,1538,L'attore ha contattato lo sceneggiatore.,ob,AA-rev,active,,,reversible,5
1538,1539,L'attore è stato contattato dallo sceneggiatore.,ob,AA-rev,passive,,,reversible,6
1539,1540,Lo sceneggiatore è stato contattato dall'attore.,ob,AA-rev,passive,,,reversible,6
1540,1541,Il dermatologo ha contraddetto il patologo.,oc,AA-rev,active,,,reversible,6
1541,1542,Il patologo ha contraddetto il dermatologo.,oc,AA-rev,active,,,reversible,6
1542,1543,Il patologo è stato contraddetto dal dermatologo.,oc,AA-rev,passive,,,reversible,7
1543,1544,Il dermatologo è stato contraddetto dal patologo.,oc,AA-rev,passive,,,reversible,7
1544,1545,Il mezzadro ha ingannato il lavoratore dei campi.,od,AA-rev,active,,,reversible,8
1545,1546,Il lavoratore dei campi ha ingannato il mezzadro.,od,AA-rev,active,,,reversible,8
1546,1547,Il lavoratore dei campi è stato ingannato dal mezzadro.,od,AA-rev,passive,,,reversible,9
1547,1548,Il mezzadro è stato ingannato dal lavoratore dei campi.,od,AA-rev,passive,,,reversible,9
1548,1549,Il patriota ha salutato il veterano.,oe,AA-rev,active,,,reversible,6
1549,1550,Il veterano ha salutato il patriota.,oe,AA-rev,active,,,reversible,6
1550,1551,Il veterano è stato salutato dal patriota.,oe,AA-rev,passive,,,reversible,7
1551,1552,Il patriota è stato salutato dal veterano.,oe,AA-rev,passive,,,reversible,7
1552,1553,Il saldatore ha incontrato il lattaio.,of,AA-rev,active,,,reversible,6
1553,1554,Il lattaio ha incontrato il saldatore.,of,AA-rev,active,,,reversible,6
1554,1555,Il lattaio è stato incontrato dal saldatore.,of,AA-rev,passive,,,reversible,7
1555,1556,Il saldatore è stato incontrato dal lattaio.,of,AA-rev,passive,,,reversible,7
1556,1557,Il teenager ha mortificato il genitore.,og,AA-rev,active,,,reversible,6
1557,1558,Il genitore ha mortificato il teenager.,og,AA-rev,active,,,reversible,6
1558,1559,Il genitore è stato mortificato dal teenager.,og,AA-rev,passive,,,reversible,7
1559,1560,Il teenager è stato mortificato dal genitore.,og,AA-rev,passive,,,reversible,7
1560,1561,Il surfista ha impressionato il nuotatore.,oh,AA-rev,active,,,reversible,6
1561,1562,Il nuotatore ha impressionato il surfista.,oh,AA-rev,active,,,reversible,6
1562,1563,Il nuotatore è stato impressionato dal surfista.,oh,AA-rev,passive,,,reversible,7
1563,1564,Il surfista è stato impressionato dal nuotatore.,oh,AA-rev,passive,,,reversible,7
1564,1565,L'inquilino ha antagonizzato la padrona di casa.,oi,AA-rev,active,,,reversible,7
1565,1566,La padrona di casa ha antagonizzato l'inquilino.,oi,AA-rev,active,,,reversible,7
1566,1567,La padrona di casa è stata antagonizzata dall'inquilino.,oi,AA-rev,passive,,,reversible,8
1567,1568,L'inquilino è stato antagonizzato dalla padrona di casa.,oi,AA-rev,passive,,,reversible,8
1568,1569,Il soldato di fanteria ha turbato il lealista.,oj,AA-rev,active,,,reversible,8
1569,1570,Il lealista ha turbato il soldato di fanteria.,oj,AA-rev,active,,,reversible,8
1570,1571,Il lealista è stato turbato dal soldato di fanteria.,oj,AA-rev,passive,,,reversible,9
1571,1572,Il soldato di fanteria è stato turbato dal lealista.,oj,AA-rev,passive,,,reversible,9
1572,1573,Il fiorista ha pagato il panettiere.,ok,AA-rev,active,,,reversible,6
1573,1574,Il panettiere ha pagato il fiorista.,ok,AA-rev,active,,,reversible,6
1574,1575,Il panettiere è stato pagato dal fiorista.,ok,AA-rev,passive,,,reversible,7
1575,1576,Il fiorista è stato pagato dal fiorista.,ok,AA-rev,passive,,,reversible,7
1576,1577,Il perito assicurativo ha molestato il rivenditore.,ol,AA-rev,active,,,reversible,7
1577,1578,Il rivenditore ha molestato il perito assicurativo.,ol,AA-rev,active,,,reversible,7
1578,1579,Il rivenditore è stato molestato dal perito assicurativo.,ol,AA-rev,passive,,,reversible,8
1579,1580,Il perito assicurativo è stato molestato dal rivenditore.,ol,AA-rev,passive,,,reversible,8
1580,1581,L'ex moglie ha colpito la nuova ragazza.,om,AA-rev,active,,,reversible,7
1581,1582,La nuova ragazza ha colpito l'ex moglie.,om,AA-rev,active,,,reversible,7
1582,1583,La nuova ragazza è stata colpita dall'ex moglie.,om,AA-rev,passive,,,reversible,8
1583,1584,L'ex moglie è stata colpita dalla nuova ragazza.,om,AA-rev,passive,,,reversible,8
1584,1585,Il difensore ha incolpato il portiere.,on,AA-rev,active,,,reversible,6
1585,1586,Il portiere ha incolpato il difensore.,on,AA-rev,active,,,reversible,6
1586,1587,Il portiere è stato incolpato dal difensore.,on,AA-rev,passive,,,reversible,7
1587,1588,Il difensore è stato incolpato dal portiere.,on,AA-rev,passive,,,reversible,7
1588,1589,Il geologo ha rassicurato l'escavatorista.,op,AA-rev,active,,,reversible,5
1589,1590,L'escavatorista ha rassicurato il geologo.,op,AA-rev,active,,,reversible,5
1590,1591,L'escavatorista è stato rassicurato dal geologo.,op,AA-rev,passive,,,reversible,6
1591,1592,Il geologo è stato rassicurato dall'escavatorista.,op,AA-rev,passive,,,reversible,6
1592,1593,Il fisico ha rimproverato il matematico.,oq,AA-rev,active,,,reversible,6
1593,1594,Il matematico ha rimproverato il fisico.,oq,AA-rev,active,,,reversible,6
1594,1595,Il matematico è stato rimproverato dal fisico.,oq,AA-rev,passive,,,reversible,7
1595,1596,Il fisico è stato rimproverato dal matematico.,oq,AA-rev,passive,,,reversible,7
1596,1597,Il dipendente ha osservato il ladro.,or,AA-rev,active,,,reversible,6
1597,1598,Il ladro ha osservato il dipendente.,or,AA-rev,active,,,reversible,6
1598,1599,Il ladro è stato osservato dal dipendente.,or,AA-rev,passive,,,reversible,7
1599,1600,Il dipendente è stato osservato dal ladro.,or,AA-rev,passive,,,reversible,7
1600,1601,Il programmatore ha criticato il volontario.,os,AA-rev,active,,,reversible,6
1601,1602,Il volontario ha criticato il programmatore.,os,AA-rev,active,,,reversible,6
1602,1603,Il volontario è stato criticato dal programmatore.,os,AA-rev,passive,,,reversible,7
1603,1604,Il programmatore è stato criticato dal volontario.,os,AA-rev,passive,,,reversible,7
1604,1605,L'intervistatore ha apprezzato il presidente.,ot,AA-rev,active,,,reversible,5
1605,1606,Il presidente ha apprezzato l'intervistatore.,ot,AA-rev,active,,,reversible,5
1606,1607,Il presidente è stato apprezzato dall'intervistatore.,ot,AA-rev,passive,,,reversible,6
1607,1608,L'intervistatore è stato apprezzato dal presidente.,ot,AA-rev,passive,,,reversible,6
1608,1609,Il direttore della fotografia ha conosciuto la star del cinema.,ou,AA-rev,active,,,reversible,10
1609,1610,La star del cinema ha conosciuto il direttore della fotografia.,ou,AA-rev,active,,,reversible,10
1610,1611,La star del cinema è stata conosciuta dal direttore della fotografia.,ou,AA-rev,passive,,,reversible,11
1611,1612,Il direttore della fotografia è stato conosciuto dalla star del cinema.,ou,AA-rev,passive,,,reversible,11
1612,1613,Il giocatore di hockey ha attaccato il pattinatore.,ov,AA-rev,active,,,reversible,8
1613,1614,Il pattinatore ha attaccato il giocatore di hockey.,ov,AA-rev,active,,,reversible,8
1614,1615,Il pattinatore è stato attaccato dal giocatore di hockey.,ov,AA-rev,passive,,,reversible,9
1615,1616,Il giocatore di hockey è stato attaccato dal pattinatore.,ov,AA-rev,passive,,,reversible,9
1616,1617,Il muratore ha scandalizzato l'operatore della gru.,ow,AA-rev,active,,,reversible,7
1617,1618,L'operatore della gru ha scandalizzato il muratore.,ow,AA-rev,active,,,reversible,7
1618,1619,L'operatore della gru è stato scandalizzato dal muratore.,ow,AA-rev,passive,,,reversible,8
1619,1620,Il muratore è stato scandalizzato dall'operatore della gru.,ow,AA-rev,passive,,,reversible,8
1620,1621,Il candidato ha approvato il nominato.,ox,AA-rev,active,,,reversible,6
1621,1622,Il nominato ha approvato il candidato.,ox,AA-rev,active,,,reversible,6
1622,1623,Il nominato è stato approvato dal candidato.,ox,AA-rev,passive,,,reversible,7
1623,1624,Il candidato è stato approvato dal nominato.,ox,AA-rev,passive,,,reversible,7
1624,1625,L'entomologo ha disprezzato il biologo.,oy,AA-rev,active,,,reversible,5
1625,1626,Il biologo ha disprezzato l'entomologo.,oy,AA-rev,active,,,reversible,5
1626,1627,Il biologo è stato disprezzato dall'entomologo.,oy,AA-rev,passive,,,reversible,6
1627,1628,L'entomologo è stato disprezzato dal biologo.,oy,AA-rev,passive,,,reversible,6
1628,1629,Il paziente ha salutato il medico.,oz,AA-rev,active,,,reversible,6
1629,1630,Il medico ha salutato il paziente.,oz,AA-rev,active,,,reversible,6
1630,1631,Il medico è stato salutato dal paziente.,oz,AA-rev,passive,,,reversible,7
1631,1632,Il paziente è stato salutato dal medico.,oz,AA-rev,passive,,,reversible,7
1632,1633,Il chimico ha sospettato il farmacista.,pa,AA-rev,active,,,reversible,6
1633,1634,Il farmacista ha sospettato il chimico.,pa,AA-rev,active,,,reversible,6
1634,1635,Il farmacista è stato sospettato dal chimico.,pa,AA-rev,passive,,,reversible,7
1635,1636,Il chimico è stato sospettato dal farmacista.,pa,AA-rev,passive,,,reversible,7
1636,1637,L'avvocato ha pregato il cittadino.,pb,AA-rev,active,,,reversible,5
1637,1638,Il cittadino ha pregato l'avvocato.,pb,AA-rev,active,,,reversible,5
1638,1639,Il cittadino è stato pregato dall'avvocato.,pb,AA-rev,passive,,,reversible,6
1639,1640,L'avvocato è stato pregato dal cittadino.,pb,AA-rev,passive,,,reversible,6
1640,1641,L'idraulico ha devastato il caposquadra.,pc,AA-rev,active,,,reversible,5
1641,1642,Il caposquadra ha devastato l'idraulico.,pc,AA-rev,active,,,reversible,5
1642,1643,Il caposquadra è stato devastato dall'idraulico.,pc,AA-rev,passive,,,reversible,6
1643,1644,L'idraulico è stato devastato dal caposquadra.,pc,AA-rev,passive,,,reversible,6
1644,1645,Il sergente ha identificato il cecchino.,pd,AA-rev,active,,,reversible,6
1645,1646,Il cecchino ha identificato il sergente.,pd,AA-rev,active,,,reversible,6
1646,1647,Il cecchino è stato identificato dal sergente.,pd,AA-rev,passive,,,reversible,7
1647,1648,Il sergente è stato identificato dal cecchino.,pd,AA-rev,passive,,,reversible,7
1648,1649,Il poliziotto ha arrestato il criminale.,pe,AA,active,,,plausible,6
1649,1650,Il criminale ha arrestato il poliziotto.,pe,AA,active,,,implausible,6
1650,1651,Il criminale è stato arrestato dal poliziotto,pe,AA,passive,,,plausible,7
1651,1652,Il poliziotto è stato arrestato dal criminale,pe,AA,passive,,,implausible,7
1652,1653,La babysitter ha sgridato il bambino.,pf,AA,active,,,plausible,6
1653,1654,Il bambino ha sgridato la babysitter.,pf,AA,active,,,implausible,6
1654,1655,Il bambino è stato sgridato dalla babysitter.,pf,AA,passive,,,plausible,7
1655,1656,La babysitter è stata sgridata dal bambino.,pf,AA,passive,,,implausible,7
1656,1657,Il dottore ha usato uno stetoscopio sul paziente.,pg,AA,active,,,plausible,8
1657,1658,Il paziente ha usato uno stetoscopio sul dottore.,pg,AA,active,,,implausible,8
1658,1659,Il pompiere ha salvato la nonna.,ph,AA,active,,,plausible,6
1659,1660,La nonna ha salvato il pompiere.,ph,AA,active,,,implausible,6
1660,1661,La nonna è stata salvata dal pompiere.,ph,AA,passive,,,plausible,7
1661,1662,Il pompiere è stato salvato dalla nonna.,ph,AA,passive,,,implausible,7
1662,1663,Il dentista ha curato il paziente.,pi,AA,active,,,plausible,6
1663,1664,Il paziente ha curato il dentista.,pi,AA,active,,,implausible,6
1664,1665,Il paziente è stato curato dal dentista.,pi,AA,passive,,,plausible,7
1665,1666,Il dentista è stato curato dal paziente.,pi,AA,passive,,,implausible,7
1666,1667,Il fantasma ha spaventato la ragazza.,pj,AA,active,,,plausible,6
1667,1668,La ragazza ha spaventato il fantasma.,pj,AA,active,,,implausible,6
1668,1669,La ragazza è stata spaventata dal fantasma. ,pj,AA,passive,,,plausible,7
1669,1670,Il fantasma è stato spaventato dalla ragazza.,pj,AA,passive,,,implausible,7
1670,1671,La madre ha nutrito il bambino.,pk,AA,active,,,plausible,6
1671,1672,Il bambino ha nutrito la madre.,pk,AA,active,,,implausible,6
1672,1673,Il bambino è stato nutrito dalla madre.,pk,AA,passive,,,plausible,7
1673,1674,La madre è stata nutrita dal bambino. ,pk,AA,passive,,,implausible,7
1674,1675,L’artista ha dipinto l’uomo d’affari.,pl,AA,active,,,plausible,5
1675,1676,L’uomo d’affari ha dipinto l’artista.,pl,AA,active,,,implausible,5
1676,1677,L'uomo d'affari è stato dipinto dall'artista.,pl,AA,passive,,,plausible,6
1677,1678,L'artista è stato dipinto dall'uomo d'affari.,pl,AA,passive,,,implausible,6
1678,1679,Lo sposo ha portato in braccio la sposa.,pm,AA,active,,,plausible,8
1679,1680,La sposa ha portato in braccio lo sposo.,pm,AA,active,,,implausible,8
1680,1681,La sposa è stata portata in braccio dallo sposo.,pm,AA,passive,,,plausible,9
1681,1682,Lo sposo è stato portato in braccio dalla sposa. ,pm,AA,passive,,,implausible,9
1682,1683,Il giullare ha intrattenuto il re.,pn,AA,active,,,plausible,6
1683,1684,Il re ha intrattenuto il giullare.,pn,AA,active,,,implausible,6
1684,1685,Il re è stato intrattenuto dal giullare. ,pn,AA,passive,,,plausible,7
1685,1686,Il giullare è stato intrattenuto dal re. ,pn,AA,passive,,,implausible,7
1686,1687,Il leone si è sanciato sulla guida del safari.,po,AA,active,,,plausible,9
1687,1688,La guida del safari si è lanciata sul leone.,po,AA,active,,,implausible,9
1688,1689,Il fotografo ha scattato una foto alla modella.,pq,AA,active,,,plausible,8
1689,1690,La modella ha ha scattato una foto al fotografo.,pq,AA,active,,,implausible,9
1690,1691,Il pirata ha rapito la principessa.,pr,AA,active,,,plausible,6
1691,1692,La principessa ha rapito il pirata.,pr,AA,active,,,implausible,6
1692,1693,La principessa è stata rapita dal pirata.,pr,AA,passive,,,plausible,7
1693,1694,Il pirata è stato rapito dalla principessa.,pr,AA,passive,,,implausible,7
1694,1695,Il prete ha benedetto la sposa.,ps,AA,active,,,plausible,6
1695,1696,La sposa ha benedetto il prete.,ps,AA,active,,,implausible,6
1696,1697,La sposa è stata benedetta dal prete.,ps,AA,passive,,,plausible,7
1697,1698,Il prete è stato benedetto dalla sposa. ,ps,AA,passive,,,implausible,7
1698,1699,Lo squalo ha morso il subacqueo.,pt,AA,active,,,plausible,6
1699,1700,Il subacqueo ha morso lo squalo.,pt,AA,active,,,implausible,6
1700,1701,Il subacqueo è stato morso dallo squalo.,pt,AA,passive,,,plausible,7
1701,1702,Lo squalo è stato morso dal subacqueo. ,pt,AA,passive,,,implausible,7
1702,1703,Il professore ha fatto lezione allo studente.,pu,AA,active,,,plausible,7
1703,1704,Lo studente ha fatto lezione al professore.,pu,AA,active,,,implausible,7
1704,1705,Il vampiro ha morso la donna.,pv,AA,active,,,plausible,6
1705,1706,La donna ha morso il vampiro.,pv,AA,active,,,implausible,6
1706,1707,La donna è stata morsa dal vampiro.,pv,AA,passive,,,plausible,7
1707,1708,Il vampiro è stato morso dalla donna.,pv,AA,passive,,,implausible,7
1708,1709,Il cameriere ha servito il cliente.,pw,AA,active,,,plausible,6
1709,1710,Il cliente ha servito il cameriere.,pw,AA,active,,,implausible,6
1710,1711,Il cliente è stato servito dal cameriere. ,pw,AA,passive,,,plausible,7
1711,1712,Il cameriere è stato servito dal cliente. ,pw,AA,passive,,,implausible,7
1712,1713,L’avvocato ha dato dei soldi al mendicante.,px,AA,active,,,plausible,7
1713,1714,Il mendicante ha dato dei soldi all’avvocato.,px,AA,active,,,implausible,7
1714,1715,Il cuoco ha cucinato per la signora.,py,AA,active,,,plausible,7
1715,1716,La signora ha cucinato per il cuoco.,py,AA,active,,,implausible,7
1716,1717,La ballerina ha danzato per il nonno.,pz,AA,active,,,plausible,7
1717,1718,Il nonno ha danzato per la ballerina.,pz,AA,active,,,implausible,7
1718,1719,Il giornalista ha intervistato il campione sportivo.,qa,AA,active,,,plausible,7
1719,1720,Il campione sportivo ha intervistato il giornalista.,qa,AA,active,,,implausible,7
1720,1721,Il campione sportivo è stato intervistato dal giornalista.,qa,AA,passive,,,plausible,8
1721,1722,Il giornalista è stato intervistato dal campione sportivo.,qa,AA,passive,,,implausible,8
1722,1723,Il giudice ha condannato il criminale.,qb,AA,active,,,plausible,6
1723,1724,Il criminale ha condannato il giudice.,qb,AA,active,,,implausible,6
1724,1725,Il criminale è stato condannato dal giudice.,qb,AA,passive,,,plausible,7
1725,1726,Il giudice è stato condannato dal criminale. ,qb,AA,passive,,,implausible,7
1726,1727,Il padre ha tirato il bambino sulla slitta.,qc,AA,active,,,plausible,8
1727,1728,Il bambino ha tirato il padre sulla slitta.,qc,AA,active,,,implausible,8
1728,1729,Babbo Natale ha dato un regalo alla bambina.,qd,AA,active,,,plausible,8
1729,1730,La bambina ha dato un regalo a Babbo Natale.,qd,AA,active,,,implausible,9
1730,1731,Il contadino si è inchinato alla regina.,qe,AA,active,,,plausible,7
1731,1732,La regina si è inchinata al contadino.,qe,AA,active,,,implausible,7
1732,1733,La signora ha applaudito l’atleta.,qf,AA,active,,,plausible,5
1733,1734,L’atleta ha applaudito la signora.,qf,AA,active,,,implausible,5
1734,1735,L'atleta è stato applaudito dalla signora.,qf,AA,passive,,,plausible,6
1735,1736,La signora è stata applaudita dall'atleta.,qf,AA,passive,,,implausible,6
1736,1737,Il padre ha allacciato le scarpe del figlio.,qg,AA,active,,,plausible,8
1737,1738,Il figlio ha allacciato le scarpe del padre.,qg,AA,active,,,implausible,8
1738,1739,Il ladro ha rubato la borsa alla nonna.,qh,AA,active,,,plausible,8
1739,1740,La nonna ha rubato la borsa al ladro.,qh,AA,active,,,implausible,8
1740,1741,Il gatto ha inseguito il topo.,qi,AA,active,,,plausible,6
1741,1742,Il topo ha inseguito il gatto.,qi,AA,active,,,implausible,6
1742,1743,Il topo è stato inseguito dal gatto.,qi,AA,passive,,,plausible,7
1743,1744,Il gatto è stato inseguito dal topo.,qi,AA,passive,,,implausible,7
1744,1745,Il visitatore ha spinto il paziente.,qj,AA,active,,,plausible,6
1745,1746,Il paziente ha spinto il visitatore.,qj,AA,active,,,implausible,6
1746,1747,Il paziente è stato spinto dal visitatore.,qj,AA,passive,,,plausible,7
1747,1748,Il visitatore è stato spinto dal paziente.,qj,AA,passive,,,implausible,7
1748,1749,Il parente ha portato dei fiori al paziente.,qk,AA,active,,,plausible,8
1749,1750,Il paziente ha portato dei fiori al parente.,qk,AA,active,,,implausible,8
1750,1751,Il capo ha urlato contro il lavoratore.,ql,AA,active,,,plausible,7
1751,1752,Il lavoratore ha urlato contro il capo.,ql,AA,active,,,implausible,7
1752,1753,Il cane ha guidato la persona cieca.,qm,AA,active,,,plausible,7
1753,1754,La persona cieca ha guidato il cane.,qm,AA,active,,,implausible,7
1754,1755,La persona cieca è stata guidata dal cane. ,qm,AA,passive,,,plausible,8
1755,1756,Il cane è stato guidato dalla persona cieca. ,qm,AA,passive,,,implausible,8
1756,1757,Il buttafuori ha impedito alla donna di entrare.,qn,AA,active,,,plausible,8
1757,1758,La donna ha impedito al buttafuori di entrare.,qn,AA,active,,,implausible,8
1758,1759,Il cane ha leccato la ragazza sul viso.,qo,AA,active,,,plausible,8
1759,1760,La ragazza ha leccato il cane sul viso.,qo,AA,active,,,implausible,8
1760,1761,L’uomo ha fatto la proposta alla donna.,qp,AA,active,,,plausible,7
1761,1762,La donna ha fatto la proposta all’uomo.,qp,AA,active,,,implausible,7
1762,1763,Il sarto ha misurato la principessa.,qq,AA,active,,,plausible,6
1763,1764,La principessa ha misurato il sarto.,qq,AA,active,,,implausible,6
1764,1765,La principessa è stata misurata dal sarto.,qq,AA,passive,,,plausible,7
1765,1766,Il sarto è stato misurato dalla principessa.,qq,AA,passive,,,implausible,7
1766,1767,Il bagnino ha salvato la nonna.,qr,AA,active,,,plausible,6
1767,1768,La nonna ha salvato il bagnino.,qr,AA,active,,,implausible,6
1768,1769,La nonna è stata salvata dal bagnino.,qr,AA,passive,,,plausible,7
1769,1770,Il bagnino è stato salvato dalla nonna.,qr,AA,passive,,,implausible,7
1770,1771,L’autista ha aperto la porta alla signora.,qs,AA,active,,,plausible,7
1771,1772,La signora ha aperto la porta all’autista.,qs,AA,active,,,implausible,7
